Id,Label,timeset,d0,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
분리,분리,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거리,거리,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
지방,지방,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
산정,산정,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
펀드,펀드,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사모,사모,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
골,골,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
편의,편의,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
텐센트,텐센트,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
투기,투기,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
연예뉴스,연예뉴스,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
분산,분산,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
손해,손해,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
시중,시중,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여신금융협회,여신금융협회,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
협업,협업,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의무,의무,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구매,구매,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
점검,점검,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
변호사,변호사,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
재무,재무,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장관,장관,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
취약,취약,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
계층,계층,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
할인,할인,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
꿀,꿀,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
버스,버스,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
멤,멤,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
위험,위험,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
개편,개편,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
윤관석,윤관석,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
벤처,벤처,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중구,중구,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
테슬라,테슬라,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자영업자,자영업자,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
본인,본인,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
출범,출범,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
만화,만화,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일평균,일평균,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
기간,기간,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
태,태,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포스,포스,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공개,공개,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공식,공식,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가상,가상,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
최초,최초,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
예탁,예탁,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
적격,적격,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주장,주장,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
민족,민족,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비트,비트,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
책임자,책임자,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이미지,이미지,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
게티,게티,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대학원,대학원,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
교수,교수,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
코드,코드,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이상일,이상일,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스마트,스마트,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성카드,삼성카드,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전면,전면,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인수,인수,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
합병,합병,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중개,중개,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
시세,시세,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대신,대신,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
외환,외환,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
헤럴드,헤럴드,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
갈등,갈등,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
설,설,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
명회,명회,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수요,수요,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
변동,변동,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
적립,적립,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선임,선임,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
캐시,캐시,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
심사,심사,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
결제망,결제망,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이정훈,이정훈,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
납부,납부,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
체인,체인,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
국민은행,국민은행,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
펌,펌,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김,김,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
취급,취급,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
별도,별도,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
개최,개최,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
연합,연합,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
업그레이드,업그레이드,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전문가,전문가,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제출,제출,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
시범,시범,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
승인,승인,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가상통화,가상통화,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
뒤,뒤,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
연구소,연구소,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매장,매장,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
믹,믹,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
팬데,팬데,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
실명,실명,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가속,가속,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
베이스,베이스,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
본격,본격,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
고승범,고승범,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
팀,팀,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
행장,행장,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전자지급결제대행,전자지급결제대행,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스탠드,스탠드,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
리플,리플,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
입력,입력,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상생,상생,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
협력사,협력사,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자율,자율,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주행,주행,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선물,선물,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
출금,출금,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
농협은행,농협은행,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수납,수납,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
클라우드,클라우드,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
차별,차별,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유럽,유럽,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대한민국,대한민국,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구글,구글,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
애플,애플,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
생태,생태,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해킹,해킹,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인정,인정,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
한도,한도,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자산관리,자산관리,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
도지,도지,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
코로나,코로나,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
종합지급결제사업자,종합지급결제사업자,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
지분,지분,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
최신,최신,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
친구,친구,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
연매출,연매출,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
설정,설정,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
후불결제,후불결제,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
망,망,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
테스트,테스트,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파트,파트,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
너스,너스,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
잔액,잔액,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신탁,신탁,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
변형,변형,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
컨소시엄,컨소시엄,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소외,소외,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
단장,단장,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
데일리안,데일리안,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
접목,접목,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
예치,예치,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
지난달,지난달,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파트너,파트너,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
손,손,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
예술,예술,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
닷넷,닷넷,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의견,의견,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스웨덴,스웨덴,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
달,달,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의장,의장,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파월,파월,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대행,대행,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
딜라이트,딜라이트,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
입출금,입출금,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
실시간,실시간,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기,경기,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가정상담소,가정상담소,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가상계좌,가상계좌,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
홍콩,홍콩,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수렴,수렴,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경험,경험,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
은행업,은행업,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
계열사,계열사,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
회복,회복,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
테일,테일,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
리,리,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사항,사항,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
폐쇄,폐쇄,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
창구,창구,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
융합,융합,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신설,신설,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
음식,음식,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
흐름,흐름,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
샌드박스,샌드박스,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
맞춤,맞춤,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
차원,차원,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
베이징,베이징,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제정,제정,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
머지포인트,머지포인트,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
마이페이먼트,마이페이먼트,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선정,선정,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
알트,알트,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성전자,삼성전자,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
웹툰,웹툰,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
악화,악화,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
입금,입금,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중소기업,중소기업,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
베트남,베트남,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
실제,실제,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전화,전화,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
휴대,휴대,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
입법,입법,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
정산,정산,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동일,동일,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원칙,원칙,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조치,조치,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경제학,경제학,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
참석,참석,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매경,매경,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
금융지주,금융지주,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
기조,기조,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
급등,급등,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제조,제조,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장기,장기,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
어려움,어려움,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
포스트,포스트,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이자,이자,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장벽,장벽,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유니콘,유니콘,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
협,협,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
약식,약식,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
감시,감시,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여의도,여의도,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대안,대안,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
후보,후보,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
박,박,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
노트,노트,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
납품,납품,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공공,공공,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부과,부과,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주제,주제,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보증,보증,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
교통,교통,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자사,자사,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상업,상업,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구현,구현,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
발,발,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
업종,업종,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전업,전업,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유동,유동,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하반기,하반기,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
피싱,피싱,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보이스,보이스,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
설치,설치,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
작품,작품,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미술,미술,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자회사,자회사,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
재미,재미,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전국,전국,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
생명,생명,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
관심,관심,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스토어,스토어,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제국,제국,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
결,결,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
본부,본부,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
빅브라더,빅브라더,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
방문,방문,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
통장,통장,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
침해,침해,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
금융서비스,금융서비스,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
행위,행위,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
무역,무역,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
트렌드,트렌드,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제고,제고,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
점포,점포,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
테크,테크,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
직원,직원,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
저장,저장,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
발굴,발굴,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선불카드,선불카드,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
헤지,헤지,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
물류,물류,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
책임,책임,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사고,사고,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
극복,극복,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데카드,롯데카드,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상환,상환,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
크라우드,크라우드,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
펀딩,펀딩,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
밴사,밴사,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
체크,체크,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조항,조항,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조성,조성,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제외,제외,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
디,디,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
회관,회관,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
브랜드,브랜드,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
외화,외화,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
라인,라인,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
채용,채용,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
금결원,금결원,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제보,제보,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
라이트,라이트,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
민트,민트,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,서울시,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사이버,사이버,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중단,중단,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
금융통화위원회,금융통화위원회,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
운동장,운동장,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
데스크,데스크,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
학부,학부,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하영구,하영구,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매출액,매출액,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대체,대체,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
황영기,황영기,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공여,공여,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
농협,농협,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이베이,이베이,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
분산원장,분산원장,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
토스뱅크,토스뱅크,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상대,상대,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공정거래위,공정거래위,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원회,원회,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여파,여파,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
방침,방침,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인원,인원,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중기,중기,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
씨티,씨티,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동영상,동영상,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
발간,발간,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인도네시아,인도네시아,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
은행장,은행장,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자동차,자동차,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
주택,주택,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
공짜,공짜,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
허가,허가,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
추천,추천,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
법학,법학,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
콘텐츠,콘텐츠,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신탁업,신탁업,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아이디어,아이디어,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
페이팔,페이팔,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
국정감사,국정감사,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
재식,재식,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
운세,운세,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
처음,처음,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
최종,최종,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중소가맹점,중소가맹점,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
행사,행사,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조정,조정,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
시가총액,시가총액,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
작년,작년,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아마존,아마존,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
여부,여부,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
