,Topic,Count,Name,Keywords
0,-1,16,-1_인공지능_금융_산업_암호화폐,인공지능 금융 산업 암호화폐 핀테크 분야 기술 인간 사이버 거래
1,0,66,0_금융_기술_결제_서비스,금융 기술 결제 서비스 시스템 블록체인 은행 핀테크 활용 기관
2,1,11,1_규제_가상자산_거래_암호화폐,규제 가상자산 거래 암호화폐 검토 보호 적용 국제 이용 자산
