블록체인	8.908693283552267
핀테크	8.416921204941303
은행	7.442757985558243
지급결제	6.981107160767413
디지털	5.843145826252747
혁신	5.3713682484224705
통화	4.970775167472237
발행	4.747658220240763
데이터	4.572652959168008
암호	3.7994062618826705
카드	3.079737327784104
가상	2.9819307324183875
분산	2.8951081859145837
무현금	2.8023476239458986
보안	2.6120986934671317
화폐	2.4260114256077894
오픈	2.133002864041655
인터넷	2.087743115989809
네트워크	1.9878305031903167
인공지	1.9450372538121634
신용	1.9418963187432112
자산	1.8223255095965296
플랫폼	1.6982304354634428
중앙	1.6674226214203474
모바일	1.6189699798848909
스마트폰	1.5344405017827292
이노베이션	1.5225511531552498
리스크	1.437610084036292
송금	1.4301921592941191
비트	1.4016055315759286
글로벌	1.3958717873860755
코인	1.3948460844799548
자본	1.3851047938294618
금융	1.2898429261853037
빅데이터	1.2477027585668745
증권	1.2240518657874153
사이버	1.2036461790768351
자금세탁	1.1977167686312291
중국	1.192539894069883
테크놀로지	1.1695405446472682
대출	1.1620753180757695
위험	1.1439911642057266
사채	1.1074922219864307
토큰	1.0483024328706652
예금	1.004799056898546
우리나라	0.9765329167077407
융합	0.9714399538535039
계좌	0.9624537546397536
통신	0.9483732357567646
혁명	0.8901170405854252
프로	0.879188439176785
공격	0.8735395079832947
벤처	0.8678070786293041
스테이블	0.8599975240618938
소액	0.8564860735928522
대책	0.8402252489701768
역외	0.8237417748888852
상거래	0.8188950141293331
언급	0.8133698785468412
인도	0.8086029860207651
환어음	0.7926498520156584
개혁	0.7919031349350375
거래소	0.788219205924771
청구	0.7859061684022474
수수료	0.7793145451429574
통합	0.7772815820075558
월스트리트	0.7725528006060675
한국	0.7641244866304628
상행위	0.7461160850966309
접점	0.7417435811704359
노드	0.7409569202251634
페이스북	0.7391577315747471
단어	0.7380844952732429
P2P	0.7365005974820032
범죄	0.7332998729487795
도모	0.7284684222302654
보험	0.726411055230941
가속	0.7258119718641768
실정	0.7236031379587428
유발	0.7229963854749435
가맹점	0.7154450905298073
종래	0.7123423141245485
위원회	0.711416696278476
문제점	0.7083510192430266
리브	0.698385003867604
국경	0.6961262203665148
제안	0.6909484631760576
차이	0.6902229298051775
파산	0.6896172851591037
이행	0.6866896110030677
필수	0.6850846083485908
도드	0.6808146614233183
한계	0.6792574179311514
전환	0.6770242348402742
책임	0.6758297437291219
부정	0.6741029360606628
관심	0.6732681713691842
기준	0.6675392873833745
차원	0.666822356900197
조작	0.6604295897799013
